iter	Passed	Remaining
1672	16442	3213
1673	16452	3204
1674	16461	3194
1675	16471	3184
1676	16479	3174
1677	16490	3164
1678	16498	3154
1679	16508	3144
1680	16517	3134
1681	16525	3124
1682	16535	3114
1683	16545	3104
1684	16556	3095
1685	16567	3085
1686	16576	3075
1687	16586	3065
1688	16596	3055
1689	16607	3046
1690	16617	3036
1691	16628	3026
1692	16640	3017
1693	16653	3008
1694	16667	2999
1695	16677	2989
1696	16689	2979
1697	16699	2970
1698	16708	2960
1699	16719	2950
1700	16728	2940
1701	16740	2931
1702	16753	2921
1703	16764	2912
1704	16775	2902
1705	16786	2892
1706	16797	2883
1707	16808	2873
1708	16818	2863
1709	16828	2853
1710	16839	2844
1711	16849	2834
1712	16860	2824
1713	16871	2815
1714	16881	2805
1715	16891	2795
1716	16902	2785
1717	16912	2776
1718	16921	2766
1719	16933	2756
1720	16944	2746
1721	16954	2737
1722	16964	2727
1723	16973	2717
1724	16983	2707
1725	16993	2697
1726	17003	2687
1727	17013	2678
1728	17022	2668
1729	17032	2658
1730	17041	2648
1731	17051	2638
1732	17061	2628
1733	17070	2618
1734	17080	2608
1735	17090	2598
1736	17100	2589
1737	17110	2579
1738	17119	2569
1739	17128	2559
1740	17138	2549
1741	17147	2539
1742	17156	2529
1743	17165	2519
1744	17174	2509
1745	17183	2499
1746	17192	2489
1747	17203	2480
1748	17213	2470
1749	17224	2460
1750	17233	2450
1751	17243	2440
1752	17253	2430
1753	17263	2421
1754	17274	2411
1755	17283	2401
1756	17293	2391
1757	17303	2381
1758	17313	2372
1759	17322	2362
1760	17331	2352
1761	17341	2342
1762	17350	2332
1763	17359	2322
1764	17368	2312
1765	17378	2302
1766	17386	2292
1767	17395	2282
1768	17405	2272
1769	17414	2262
1770	17425	2253
1771	17436	2243
1772	17448	2233
1773	17458	2224
1774	17468	2214
1775	17478	2204
1776	17487	2194
1777	17497	2184
1778	17508	2175
1779	17518	2165
1780	17528	2155
1781	17538	2145
1782	17549	2135
1783	17559	2125
1784	17567	2116
1785	17578	2106
1786	17587	2096
1787	17596	2086
1788	17606	2076
1789	17614	2066
1790	17623	2056
1791	17632	2046
1792	17642	2036
1793	17652	2026
1794	17662	2017
1795	17672	2007
1796	17682	1997
1797	17691	1987
1798	17700	1977
1799	17710	1967
1800	17720	1957
1801	17730	1948
1802	17740	1938
1803	17750	1928
1804	17761	1918
1805	17770	1908
1806	17779	1898
1807	17788	1889
1808	17798	1879
1809	17808	1869
1810	17817	1859
1811	17826	1849
1812	17835	1839
1813	17844	1829
1814	17855	1819
1815	17865	1810
1816	17875	1800
1817	17885	1790
1818	17895	1780
1819	17905	1770
1820	17917	1761
1821	17926	1751
1822	17936	1741
1823	17946	1731
1824	17956	1721
1825	17966	1712
1826	17976	1702
1827	17986	1692
1828	17996	1682
1829	18006	1672
1830	18015	1662
1831	18025	1652
1832	18034	1643
1833	18043	1633
1834	18052	1623
1835	18061	1613
1836	18073	1603
1837	18082	1593
1838	18092	1583
1839	18102	1574
1840	18112	1564
1841	18122	1554
1842	18132	1544
1843	18142	1534
1844	18151	1524
1845	18160	1514
1846	18169	1505
1847	18180	1495
1848	18190	1485
1849	18201	1475
1850	18209	1465
1851	18219	1455
1852	18227	1446
1853	18238	1436
1854	18249	1426
1855	18258	1416
1856	18268	1406
1857	18277	1396
1858	18288	1387
1859	18298	1377
1860	18308	1367
1861	18319	1357
1862	18330	1347
1863	18340	1338
1864	18350	1328
1865	18359	1318
1866	18369	1308
1867	18379	1298
1868	18389	1288
1869	18400	1279
1870	18409	1269
1871	18418	1259
1872	18428	1249
1873	18438	1239
1874	18447	1229
1875	18457	1220
1876	18466	1210
1877	18475	1200
1878	18485	1190
1879	18496	1180
1880	18506	1170
1881	18518	1161
1882	18528	1151
1883	18537	1141
1884	18548	1131
1885	18558	1121
1886	18568	1111
1887	18578	1102
1888	18588	1092
1889	18598	1082
1890	18607	1072
1891	18617	1062
1892	18626	1052
1893	18635	1042
1894	18644	1033
1895	18654	1023
1896	18663	1013
1897	18671	1003
1898	18681	993
1899	18689	983
1900	18700	973
1901	18710	964
1902	18718	954
1903	18729	944
1904	18739	934
1905	18751	924
1906	18762	914
1907	18773	905
1908	18784	895
1909	18795	885
1910	18804	875
1911	18815	865
1912	18825	856
1913	18835	846
1914	18845	836
1915	18856	826
1916	18866	816
1917	18876	807
1918	18886	797
1919	18897	787
1920	18907	777
1921	18917	767
1922	18928	757
1923	18939	748
1924	18949	738
1925	18961	728
1926	18970	718
1927	18981	708
1928	18991	699
1929	19000	689
1930	19011	679
1931	19020	669
1932	19030	659
1933	19040	649
1934	19049	639
1935	19059	630
1936	19069	620
1937	19078	610
1938	19087	600
1939	19097	590
1940	19107	580
1941	19117	570
1942	19126	561
1943	19136	551
1944	19145	541
1945	19153	531
1946	19163	521
1947	19173	511
1948	19182	501
1949	19192	492
1950	19202	482
1951	19212	472
1952	19224	462
1953	19233	452
1954	19243	442
1955	19252	433
1956	19262	423
1957	19273	413
1958	19283	403
1959	19293	393
1960	19303	383
1961	19313	374
1962	19323	364
1963	19332	354
1964	19342	344
1965	19352	334
1966	19360	324
1967	19369	314
1968	19379	305
1969	19387	295
1970	19397	285
1971	19407	275
1972	19419	265
1973	19431	255
1974	19444	246
1975	19455	236
1976	19467	226
1977	19477	216
1978	19489	206
1979	19500	196
1980	19511	187
1981	19522	177
1982	19532	167
1983	19541	157
1984	19551	147
1985	19561	137
1986	19571	128
1987	19581	118
1988	19591	108
1989	19602	98
1990	19612	88
1991	19622	78
1992	19633	68
1993	19644	59
1994	19654	49
1995	19664	39
1996	19674	29
1997	19684	19
1998	19693	9
1999	19703	0
