iter	MultiClass
142	0.7246538093
143	0.7246130932
144	0.7245533789
145	0.7245080735
146	0.7244560647
147	0.7244210027
148	0.7243678575
149	0.7243323552
150	0.7243229189
151	0.7242718982
152	0.7242253875
153	0.7241949659
154	0.7241738066
155	0.7241275279
156	0.7240931605
157	0.7240751908
158	0.7240393632
159	0.7240082454
160	0.7239626669
161	0.7238926229
162	0.7238655531
163	0.7238224235
164	0.7237769261
165	0.7237413924
166	0.7237076115
167	0.7236783486
168	0.7236345382
169	0.7236006903
170	0.7235684189
171	0.723536122
172	0.723513961
173	0.7234608915
174	0.7234314169
175	0.7234063851
176	0.7233602583
177	0.723331881
178	0.7232816271
179	0.7232530894
180	0.7232246363
181	0.723204378
182	0.7231802257
183	0.7231571815
184	0.7231419852
185	0.723122426
186	0.7231049737
187	0.7230806563
188	0.7230412058
189	0.7230102307
190	0.7229802772
191	0.7229599002
192	0.7229306909
193	0.7229058689
194	0.7228683871
195	0.7228283684
196	0.7227965456
197	0.7227663779
198	0.7227279182
199	0.722709295
200	0.7226943034
201	0.7226690894
202	0.7226411361
203	0.7226183679
204	0.722592878
205	0.7225626773
206	0.7225385207
207	0.7225221826
208	0.7224861582
209	0.7224526025
210	0.7224183794
211	0.7223692173
212	0.7223488682
213	0.7223308718
214	0.7223134006
215	0.7222809736
216	0.7222406268
217	0.7222139264
218	0.7221945641
219	0.7221767896
220	0.7221475267
221	0.7221230514
222	0.7220905731
223	0.7220623476
224	0.7220490041
225	0.7220321426
226	0.7220100966
227	0.7219875003
228	0.7219666474
229	0.7219355339
230	0.7219182868
231	0.721899099
232	0.7218727901
233	0.7218388224
234	0.7218050205
235	0.7217917436
236	0.7217706733
237	0.7217522638
238	0.7217033482
239	0.7216863064
240	0.7216466775
241	0.7216273773
242	0.7215601423
243	0.7215346551
244	0.72151886
245	0.7214642981
246	0.7214416965
247	0.7214302596
248	0.7214083768
249	0.7213882396
250	0.7213737831
251	0.7213379192
252	0.7213112226
253	0.7212754518
254	0.7212446596
255	0.7212263174
256	0.7211978607
257	0.7211777517
258	0.7211300493
259	0.7211023013
260	0.7210617244
261	0.7210353282
262	0.7210077925
263	0.7209753797
264	0.7209493675
265	0.7209392565
266	0.7209202789
267	0.7209053954
268	0.7208842284
269	0.7208645758
270	0.7208469652
271	0.7207952464
272	0.72076531
273	0.7207411967
274	0.7207278342
275	0.7207032959
276	0.7206791681
277	0.7206512332
278	0.7206377542
279	0.7206148261
280	0.7205900055
281	0.7205681773
282	0.7205358561
283	0.7205201079
284	0.7204965878
285	0.7204662782
286	0.7204523586
287	0.7204273738
288	0.7204010003
289	0.7203801779
290	0.7203548406
291	0.720330441
292	0.7203001907
293	0.7202812153
294	0.7202578464
295	0.7202376754
296	0.7202113131
297	0.7201971331
298	0.7201494401
299	0.7201231125
300	0.7201065088
301	0.7200910592
302	0.7200606098
303	0.7200439621
304	0.7200107239
305	0.7199772714
306	0.7199493056
307	0.7199276711
308	0.7199109809
309	0.7198954952
310	0.719860186
311	0.7198385427
312	0.7198175901
313	0.7197881127
314	0.719765485
315	0.7197428238
316	0.7197245202
317	0.719707293
318	0.7196876278
319	0.719671048
320	0.7196413249
321	0.7196206774
322	0.7195828254
323	0.719561838
324	0.71953849
325	0.7195132847
326	0.7194984103
327	0.7194794893
328	0.7194725129
329	0.7194606438
330	0.7194310896
331	0.7194230878
332	0.7194048098
333	0.719387919
334	0.7193774741
335	0.7193559704
336	0.7193416922
337	0.7193235667
338	0.7192999961
339	0.7192861332
340	0.719263169
341	0.7192321743
342	0.7191974954
343	0.7191742422
344	0.7191612194
345	0.7191406267
346	0.7191260445
347	0.7191116348
348	0.7190992399
349	0.7190614403
350	0.7190483466
351	0.7190360783
352	0.7190159701
353	0.7190038259
354	0.718981107
355	0.7189702738
356	0.7189594874
357	0.7189468234
358	0.7189203102
359	0.7188979323
360	0.7188825464
361	0.7188644976
362	0.7188527072
363	0.7188362037
364	0.7188198545
365	0.7187937652
366	0.7187827671
367	0.7187633496
368	0.7187421022
369	0.7187313889
370	0.7187086302
371	0.7186948115
372	0.7186723001
373	0.7186612158
374	0.7186486564
375	0.7186403184
376	0.7186270283
377	0.7186150154
378	0.7185865418
379	0.7185746495
380	0.718560391
381	0.718547296
382	0.7185335941
383	0.7185229304
384	0.7185052069
385	0.7184889477
386	0.7184666548
387	0.7184449844
388	0.7184326596
389	0.7184053746
390	0.7183803444
391	0.7183670737
392	0.7183440309
393	0.7183248976
394	0.7183039477
395	0.7182859383
396	0.7182694898
397	0.7182508841
398	0.71823657
399	0.7182281162
400	0.7182089956
401	0.7181930627
402	0.7181752008
403	0.7181671971
404	0.7181488826
405	0.7181228603
406	0.7181111931
407	0.7180946109
408	0.7180755811
409	0.7180545593
410	0.7180402156
411	0.718021612
412	0.7180066914
413	0.7179914437
414	0.7179666083
415	0.7179507828
416	0.7179331044
417	0.7179225303
418	0.7179084258
419	0.7178942562
420	0.7178761467
421	0.717861308
422	0.7178491394
423	0.717827462
424	0.7178132017
425	0.717794074
426	0.7177806635
427	0.7177705353
428	0.7177569741
429	0.7177478984
430	0.7177384874
431	0.7177304946
432	0.7177185125
433	0.7177065048
434	0.71768814
435	0.7176748663
436	0.7176566415
437	0.7176310732
438	0.7176163832
439	0.7175950897
440	0.7175793045
441	0.717561662
442	0.7175471969
443	0.7175277927
444	0.7175164755
445	0.7175017268
446	0.7174895093
447	0.7174778518
448	0.7174646619
449	0.7174412257
450	0.7174327255
451	0.7174231708
452	0.7174100081
453	0.717392846
454	0.7173770456
455	0.7173562186
456	0.717341224
457	0.7173190452
458	0.7173094667
459	0.7172945575
460	0.7172749284
461	0.7172633358
462	0.7172421059
463	0.717221534
464	0.717203456
465	0.7171832173
466	0.7171687352
467	0.7171541029
468	0.7171437457
469	0.7171329129
470	0.7171202571
471	0.717104279
472	0.7170811502
473	0.7170631113
474	0.7170497817
475	0.7170348008
476	0.7170266391
477	0.7169983597
478	0.7169869841
479	0.7169721022
480	0.7169581412
481	0.7169335394
482	0.7169195049
483	0.7169031021
484	0.7168910149
485	0.7168810657
486	0.7168712914
487	0.7168605106
488	0.7168415652
489	0.7168296207
490	0.7168139444
491	0.7167983923
492	0.7167818779
493	0.7167708091
494	0.7167515091
495	0.7167361551
496	0.7167181322
497	0.7167045243
498	0.716688759
499	0.7166710613
500	0.716656909
501	0.7166487731
502	0.7166407021
503	0.7166301508
504	0.7166150925
505	0.7166000165
506	0.7165908823
507	0.7165724624
508	0.7165373686
509	0.7165249831
510	0.7165020088
511	0.716494357
512	0.7164828116
513	0.7164693463
514	0.7164609047
515	0.7164532828
516	0.7164381003
517	0.7164252998
518	0.7164130864
519	0.7163983942
520	0.7163898476
521	0.7163791656
522	0.7163684145
523	0.7163554199
524	0.7163446802
525	0.7163292974
526	0.7163142898
527	0.7163003645
528	0.7162855635
529	0.7162759521
530	0.7162617289
531	0.71624986
532	0.7162453323
533	0.716230329
534	0.7162178001
535	0.7162112244
536	0.7161992784
537	0.7161862124
538	0.7161789551
539	0.7161651437
540	0.7161540992
541	0.7161382646
542	0.716127427
543	0.7161124763
544	0.716096762
545	0.7160851208
546	0.7160735413
547	0.716055976
548	0.7160319113
549	0.7160189931
550	0.7159968433
551	0.715984808
552	0.7159781742
553	0.7159608553
554	0.7159471078
555	0.715939876
556	0.7159278408
557	0.715911761
558	0.7158971604
559	0.715887975
560	0.7158755049
561	0.7158538722
562	0.7158469871
563	0.7158431352
564	0.7158367668
565	0.7158245657
566	0.7158144092
567	0.7157959505
568	0.7157833765
569	0.7157767625
570	0.7157628643
571	0.7157483139
572	0.7157383661
573	0.7157217222
574	0.7157118171
575	0.7157047861
576	0.7156913868
577	0.7156789747
578	0.7156675659
579	0.7156518688
580	0.7156422172
581	0.7156269079
582	0.7156127397
583	0.7156073083
584	0.7155900958
585	0.7155789114
586	0.7155708744
587	0.7155587464
588	0.7155462335
589	0.7155290805
590	0.7155225424
591	0.7155122936
592	0.7154959311
593	0.7154736845
594	0.7154597592
595	0.7154449887
596	0.7154374179
597	0.7154240814
598	0.7154134141
599	0.7154053634
600	0.7153957475
601	0.7153852579
602	0.7153711444
603	0.7153610145
604	0.7153449786
605	0.7153388577
606	0.7153251272
607	0.715305228
608	0.7152988179
609	0.7152883725
610	0.7152757563
611	0.7152640594
612	0.7152482435
613	0.7152358176
614	0.715219476
615	0.7152146378
616	0.7152073863
617	0.7151890345
618	0.7151799401
619	0.7151682545
620	0.715160661
621	0.7151476271
622	0.7151275786
623	0.7151162355
624	0.7150927548
625	0.7150765266
626	0.7150625145
627	0.7150522909
628	0.7150426109
629	0.7150236644
630	0.7150121513
631	0.7150005119
632	0.7149881435
633	0.7149798351
634	0.7149695857
635	0.7149543804
636	0.7149422815
637	0.7149231419
638	0.7149104224
639	0.7148931496
640	0.7148783116
641	0.7148681419
642	0.714852331
643	0.7148376862
644	0.7148199916
645	0.71481033
646	0.7148004111
647	0.7147851656
648	0.7147656361
649	0.7147553382
650	0.7147393374
651	0.714726872
652	0.7147174558
653	0.7147075327
654	0.7146971864
655	0.7146889508
656	0.714681654
657	0.7146712161
658	0.7146582974
659	0.714647424
660	0.714636146
661	0.714626426
662	0.7146043383
663	0.7145956166
664	0.7145813519
665	0.7145720745
666	0.7145614338
667	0.7145547681
668	0.7145390932
669	0.7145241208
670	0.7145176514
671	0.714504016
672	0.714492369
673	0.7144780016
674	0.7144595478
675	0.7144518805
676	0.7144429926
677	0.7144340207
678	0.7144216819
679	0.7144105085
680	0.7144027367
681	0.714391702
682	0.714378719
683	0.7143717445
684	0.7143601192
685	0.7143434005
686	0.7143333989
687	0.7143220793
688	0.7143157646
689	0.7142982453
690	0.7142889159
691	0.7142778895
692	0.7142714168
693	0.7142632884
694	0.7142523657
695	0.7142396202
696	0.7142324724
697	0.714224048
698	0.7142167837
699	0.714205447
700	0.7141974648
701	0.714177562
702	0.7141642926
703	0.714156569
704	0.7141453711
705	0.7141284641
706	0.7141199826
707	0.714109108
708	0.7140883552
709	0.7140802808
710	0.7140708335
711	0.714063942
712	0.7140585108
713	0.7140513414
714	0.7140455762
715	0.7140366963
716	0.7140270792
717	0.7140173189
718	0.7140073115
719	0.7139922852
720	0.7139843198
721	0.713968381
722	0.7139593487
723	0.713946161
724	0.7139354267
725	0.7139245652
726	0.7139156743
727	0.7139094571
728	0.7138981781
729	0.7138893168
730	0.7138800352
731	0.7138743695
732	0.7138647439
733	0.7138478264
734	0.7138366027
735	0.7138303779
736	0.7138221636
737	0.7138133413
738	0.7137981533
739	0.7137917011
740	0.7137845466
741	0.7137635327
742	0.7137567208
743	0.7137454872
744	0.7137362422
745	0.7137214772
746	0.7137060085
747	0.7136968699
748	0.7136889135
749	0.7136812552
750	0.7136687084
751	0.7136576454
752	0.7136457682
753	0.7136375953
754	0.7136273764
755	0.7136163993
756	0.7136071808
757	0.7135990716
758	0.71359348
759	0.7135864709
760	0.7135734245
761	0.713568593
762	0.7135497532
763	0.7135370174
764	0.713526781
765	0.7135204211
766	0.7135070415
767	0.7135036257
768	0.7134951596
769	0.7134802932
770	0.7134651259
771	0.7134535155
772	0.7134365804
773	0.7134267584
774	0.7134177303
775	0.7134095538
776	0.7134001714
777	0.7133879496
778	0.7133776581
779	0.7133703589
780	0.7133529609
781	0.7133442836
782	0.7133396755
783	0.7133320226
784	0.7133168266
785	0.7133064862
786	0.7132960608
787	0.7132796996
788	0.7132660398
789	0.7132528421
790	0.7132460144
791	0.7132363077
792	0.7132255982
793	0.7132125138
794	0.7131973463
795	0.713187171
796	0.7131790499
797	0.7131695963
798	0.7131593164
799	0.7131500062
800	0.7131325773
801	0.7131217489
802	0.7131115053
803	0.7131011269
804	0.7130930569
805	0.7130863127
806	0.7130749269
807	0.7130703172
808	0.713058623
809	0.7130513123
810	0.713042167
811	0.7130309773
812	0.7130154452
813	0.7130109334
814	0.7130022257
815	0.7129927081
816	0.7129823009
817	0.7129714226
818	0.7129620712
819	0.7129541625
820	0.7129467168
821	0.7129378148
822	0.7129269976
823	0.7129219876
824	0.7129129265
825	0.7129068065
826	0.7128958826
827	0.7128903651
828	0.712885927
829	0.7128694733
830	0.7128591949
831	0.7128522299
832	0.7128427545
833	0.7128337266
834	0.7128217602
835	0.7128157816
836	0.7128010431
837	0.7127957809
838	0.7127854471
839	0.7127803006
840	0.7127620432
841	0.7127492482
842	0.7127371655
843	0.7127303479
844	0.7127158825
845	0.7127039273
846	0.7126924652
847	0.7126834219
848	0.7126726586
849	0.7126649874
850	0.7126544461
851	0.7126449503
852	0.7126348458
853	0.7126221914
854	0.7126111234
855	0.7126005349
856	0.7125906124
857	0.7125823018
858	0.7125761355
859	0.7125691007
860	0.7125623187
861	0.7125463614
862	0.712537387
863	0.7125270154
864	0.7125187146
865	0.7125099943
866	0.7125030022
867	0.7124910505
868	0.712479378
869	0.7124721104
870	0.7124601022
871	0.7124510975
872	0.7124362353
873	0.71242594
874	0.7124157613
875	0.7124067861
876	0.7123922913
877	0.7123787918
878	0.712366355
879	0.712356092
880	0.7123427426
881	0.7123330067
882	0.7123256368
883	0.7123176995
884	0.7123112942
885	0.7123037162
886	0.7122934254
887	0.7122810131
888	0.7122723728
889	0.7122643703
890	0.712259716
891	0.712251209
892	0.7122416845
893	0.7122302848
894	0.7122214512
895	0.7122139828
896	0.712208851
897	0.7121966752
898	0.7121880074
899	0.7121742636
900	0.7121611772
901	0.7121514402
902	0.7121431793
903	0.7121345843
904	0.7121272785
905	0.7121160329
906	0.7121019734
907	0.7120888987
908	0.7120794267
909	0.7120708194
910	0.7120615914
911	0.7120532089
912	0.7120475307
913	0.7120405781
914	0.7120334479
915	0.7120227828
916	0.7120148212
917	0.7120053728
918	0.7119939157
919	0.7119871304
920	0.7119758807
921	0.7119601201
922	0.7119549657
923	0.7119479808
924	0.7119345402
925	0.7119260145
926	0.7119155031
927	0.711902381
928	0.71189677
929	0.7118907044
930	0.7118782223
931	0.7118743597
932	0.7118697315
933	0.7118620531
934	0.7118463792
935	0.7118401054
936	0.7118344274
937	0.7118237978
938	0.7118100191
939	0.7118048867
940	0.711798719
941	0.7117863795
942	0.7117785366
943	0.7117674185
944	0.7117529308
945	0.7117442011
946	0.7117345963
947	0.7117246591
948	0.7117170297
949	0.7117125311
950	0.7117062696
951	0.7116979186
952	0.711687673
953	0.7116792351
954	0.7116710038
955	0.7116614681
956	0.7116568062
957	0.7116526135
958	0.7116438805
959	0.7116367803
960	0.7116260306
961	0.7116169113
962	0.7116068326
963	0.7116014871
964	0.7115887079
965	0.7115772475
966	0.7115618215
967	0.711555181
968	0.711549979
969	0.7115403558
970	0.7115287359
971	0.7115187462
972	0.7115147824
973	0.7115085646
974	0.7114961809
975	0.7114839393
976	0.7114731528
977	0.7114620409
978	0.7114521181
979	0.7114430548
980	0.7114348722
981	0.7114262555
982	0.7114088055
983	0.7114012067
984	0.7113957233
985	0.7113843061
986	0.7113753331
987	0.7113692639
988	0.7113652177
989	0.7113571665
990	0.7113501723
991	0.7113432759
992	0.711335166
993	0.7113241085
994	0.7113160497
995	0.7113057006
996	0.7112975265
997	0.7112913702
998	0.711285804
999	0.7112779773
1000	0.7112696766
1001	0.7112589675
1002	0.7112506331
1003	0.7112402244
1004	0.7112261449
1005	0.7112178491
1006	0.7112129053
1007	0.711205679
1008	0.7111954727
1009	0.7111870921
1010	0.7111815026
1011	0.7111738774
1012	0.7111631448
1013	0.7111552145
1014	0.7111505195
1015	0.7111447389
1016	0.7111399424
1017	0.7111323101
1018	0.7111242762
1019	0.7111164381
1020	0.7111088504
1021	0.7110996811
1022	0.7110845444
1023	0.7110771888
1024	0.7110656035
1025	0.7110541189
1026	0.7110495776
1027	0.7110407174
1028	0.7110354612
1029	0.711028328
1030	0.7110184901
1031	0.7110113509
1032	0.7110041595
1033	0.7109955877
1034	0.7109830446
1035	0.7109773405
1036	0.7109644161
1037	0.7109505233
1038	0.7109404382
1039	0.7109268519
1040	0.7109196151
1041	0.710915385
1042	0.7109022768
1043	0.7108985696
1044	0.7108906812
1045	0.7108860714
1046	0.710881672
1047	0.7108732738
1048	0.7108673418
1049	0.7108570862
1050	0.7108390882
1051	0.7108343337
1052	0.7108252785
1053	0.7108181762
1054	0.7108043414
1055	0.7107915842
1056	0.7107874875
1057	0.7107716014
1058	0.7107650583
1059	0.710753721
1060	0.7107434072
1061	0.710739114
1062	0.7107315639
1063	0.7107218386
1064	0.7107053711
1065	0.7106991041
1066	0.710687165
1067	0.7106782077
1068	0.7106735614
1069	0.7106645388
1070	0.7106585168
1071	0.7106494449
1072	0.7106402799
1073	0.7106328921
1074	0.7106260305
1075	0.7106188128
1076	0.7106113038
1077	0.7106052775
1078	0.710593538
1079	0.7105876833
1080	0.7105783934
1081	0.7105699615
1082	0.7105663786
1083	0.7105609206
1084	0.7105515837
1085	0.7105434863
1086	0.7105379924
1087	0.7105276566
1088	0.7105159988
1089	0.710506597
1090	0.7104935052
1091	0.7104824951
1092	0.710472448
1093	0.7104639747
1094	0.7104498204
1095	0.7104462077
1096	0.7104362454
1097	0.7104284819
1098	0.7104227566
1099	0.7104129084
1100	0.7104054283
1101	0.7103994324
1102	0.7103898124
1103	0.7103820866
1104	0.7103738224
1105	0.710362708
1106	0.7103555967
1107	0.7103466632
1108	0.710338176
1109	0.7103319065
1110	0.7103231144
1111	0.7103172397
1112	0.7103069374
1113	0.7103017943
1114	0.7102960934
1115	0.7102896517
1116	0.7102824261
1117	0.7102724226
1118	0.7102665873
1119	0.7102594969
1120	0.7102448523
1121	0.7102399386
1122	0.7102269413
1123	0.7102150004
1124	0.7102037654
1125	0.7101976634
1126	0.7101887588
1127	0.7101842072
1128	0.7101722717
1129	0.7101674107
1130	0.7101548636
1131	0.7101390817
1132	0.7101332724
1133	0.7101240241
1134	0.7101192519
1135	0.7101077542
1136	0.7101026502
1137	0.7100970571
1138	0.7100849952
1139	0.710080359
1140	0.7100741945
1141	0.7100664643
1142	0.7100529656
1143	0.7100468139
1144	0.7100401789
1145	0.7100354235
1146	0.7100255
1147	0.7100235204
1148	0.7100139007
1149	0.7100094763
1150	0.7100001182
1151	0.7099938549
1152	0.7099879909
1153	0.7099769351
1154	0.709969182
1155	0.7099618018
1156	0.7099561581
1157	0.7099420878
1158	0.7099246929
1159	0.7099208468
1160	0.7099087217
1161	0.7098980887
1162	0.7098928593
1163	0.7098904002
1164	0.709876312
1165	0.7098636234
1166	0.7098520992
1167	0.7098464458
1168	0.7098325318
1169	0.7098191064
1170	0.7098140307
1171	0.7098060224
1172	0.7097981651
1173	0.7097859574
1174	0.7097782209
1175	0.7097736934
1176	0.7097661473
1177	0.7097610536
1178	0.7097566728
1179	0.7097524269
1180	0.7097460937
1181	0.7097406834
1182	0.7097342193
1183	0.7097269155
1184	0.7097217246
1185	0.7097169498
1186	0.7097063698
1187	0.7096982691
1188	0.7096893658
1189	0.7096859966
1190	0.7096780579
1191	0.7096688019
1192	0.7096607879
1193	0.7096541807
1194	0.7096435371
1195	0.7096368765
1196	0.7096270563
1197	0.7096209098
1198	0.7096126449
1199	0.7096053858
1200	0.7095971777
1201	0.7095893926
1202	0.7095840646
1203	0.7095805072
1204	0.7095721327
1205	0.7095665222
1206	0.7095591124
1207	0.7095488933
1208	0.7095391617
1209	0.709532413
1210	0.7095249529
1211	0.7095197958
1212	0.7095134859
1213	0.7094998735
1214	0.7094933267
1215	0.7094893558
1216	0.7094764728
1217	0.709470177
1218	0.7094619285
1219	0.7094529909
1220	0.7094471814
1221	0.7094411762
1222	0.709434603
1223	0.7094233948
1224	0.7094182588
1225	0.7094085475
1226	0.7093965647
1227	0.7093869161
1228	0.7093760521
1229	0.7093662727
1230	0.7093587104
1231	0.7093521697
1232	0.7093450564
1233	0.7093355913
1234	0.7093289568
1235	0.7093218572
1236	0.709319268
1237	0.7093127957
1238	0.7093010529
1239	0.7092945872
1240	0.7092877053
1241	0.709283233
1242	0.7092742468
1243	0.709269807
1244	0.709265487
1245	0.7092596556
1246	0.7092546246
1247	0.7092496238
1248	0.70924245
1249	0.7092307104
1250	0.7092251751
1251	0.7092166978
1252	0.7092134659
1253	0.7091987628
1254	0.7091843244
1255	0.7091792015
1256	0.7091733881
1257	0.709161906
1258	0.7091567012
1259	0.7091436243
1260	0.7091403558
1261	0.7091342329
1262	0.7091227752
1263	0.7091185212
1264	0.7091109707
1265	0.7091022531
1266	0.70909542
1267	0.7090889689
1268	0.7090841821
1269	0.7090748921
1270	0.7090654114
1271	0.7090587955
1272	0.7090517334
1273	0.7090428157
1274	0.7090379845
1275	0.7090311324
1276	0.7090230575
1277	0.7090143668
1278	0.7090061831
1279	0.7089997837
1280	0.708994255
1281	0.7089895993
1282	0.7089831625
1283	0.7089781413
1284	0.7089722974
1285	0.7089623835
1286	0.7089560281
1287	0.7089466273
1288	0.7089375277
1289	0.7089325796
1290	0.7089288903
1291	0.7089213672
1292	0.7089155072
1293	0.708911366
1294	0.7088978784
1295	0.7088918564
1296	0.7088862716
1297	0.7088775038
1298	0.7088740724
1299	0.7088693164
1300	0.7088632409
1301	0.7088571713
1302	0.7088510578
1303	0.7088446732
1304	0.7088405375
1305	0.7088334388
1306	0.7088262156
1307	0.7088207012
1308	0.7088145677
1309	0.7088071371
1310	0.7088003437
1311	0.708796763
1312	0.7087891065
1313	0.7087806062
1314	0.7087755326
1315	0.7087680225
1316	0.708762478
1317	0.7087547938
1318	0.708746651
1319	0.7087401675
1320	0.7087309469
1321	0.7087216024
1322	0.7087127587
1323	0.7087048324
1324	0.7086991349
1325	0.7086874593
1326	0.7086822087
1327	0.7086777592
1328	0.7086731205
1329	0.7086674133
1330	0.7086561798
1331	0.7086514464
1332	0.7086424241
1333	0.7086385195
1334	0.7086311347
1335	0.7086213536
1336	0.7086188528
1337	0.7086094599
1338	0.7086031447
1339	0.7085966843
1340	0.7085879836
1341	0.7085783179
1342	0.7085751402
1343	0.7085672859
1344	0.7085617752
1345	0.7085525526
1346	0.7085499011
1347	0.7085382948
1348	0.7085321084
1349	0.7085268762
1350	0.708520121
1351	0.7085135154
1352	0.7085039824
1353	0.7084983843
1354	0.7084935579
1355	0.7084860682
1356	0.7084751807
1357	0.7084666512
1358	0.7084498685
1359	0.7084447295
1360	0.708441439
1361	0.7084354468
1362	0.7084282604
1363	0.70841886
1364	0.7084111744
1365	0.7084005869
1366	0.708396875
1367	0.708388846
1368	0.7083822855
1369	0.7083714743
1370	0.7083582704
1371	0.708351324
1372	0.7083464294
1373	0.7083353717
1374	0.708326402
1375	0.7083208467
1376	0.7083134758
1377	0.7082988274
1378	0.7082893252
1379	0.7082853637
1380	0.7082784471
1381	0.7082675697
1382	0.7082602635
1383	0.7082519216
1384	0.7082431811
1385	0.7082313755
1386	0.7082280478
1387	0.7082211754
1388	0.7082105746
1389	0.7081984075
1390	0.7081869554
1391	0.7081808719
1392	0.708175655
1393	0.7081674827
1394	0.7081606975
1395	0.7081512773
1396	0.708143699
1397	0.7081383682
1398	0.708134608
1399	0.7081303857
1400	0.7081202809
1401	0.7081145214
1402	0.7081062074
1403	0.7081009811
1404	0.7080952198
1405	0.7080908841
1406	0.7080818263
1407	0.7080724003
1408	0.708061716
1409	0.708054118
1410	0.7080477215
1411	0.7080346321
1412	0.7080291868
1413	0.7080237525
1414	0.708016018
1415	0.7080104947
1416	0.7080012534
1417	0.707998083
1418	0.7079906212
1419	0.7079828118
1420	0.7079807635
1421	0.7079741869
1422	0.7079670558
1423	0.7079551516
1424	0.7079505729
1425	0.7079413177
1426	0.7079334539
1427	0.7079250968
1428	0.7079198159
1429	0.7079159065
1430	0.7079082615
1431	0.7078996092
1432	0.7078897456
1433	0.7078850249
1434	0.7078809477
1435	0.7078743272
1436	0.7078665575
1437	0.7078587663
1438	0.7078545337
1439	0.7078491041
1440	0.7078393191
1441	0.7078350291
1442	0.7078261107
1443	0.7078212125
1444	0.7078155268
1445	0.7078088275
1446	0.7078009528
1447	0.7077933981
1448	0.7077865529
1449	0.7077790083
1450	0.70777296
1451	0.7077647874
1452	0.7077572872
1453	0.7077524037
1454	0.7077448146
1455	0.707739649
1456	0.7077335183
1457	0.7077301493
1458	0.7077218959
1459	0.7077156507
1460	0.7077079395
1461	0.7077001405
1462	0.7076928223
1463	0.707686698
1464	0.7076771331
1465	0.7076726141
1466	0.7076648044
1467	0.7076531331
1468	0.7076472475
1469	0.7076404547
1470	0.7076325162
1471	0.7076243622
1472	0.7076202285
1473	0.7076131823
1474	0.7076034759
1475	0.7075964559
1476	0.7075908966
1477	0.7075841296
1478	0.7075788655
1479	0.7075713535
1480	0.7075658002
1481	0.707552061
1482	0.7075372547
1483	0.7075322866
1484	0.7075280746
1485	0.7075182072
1486	0.7075122221
1487	0.7075087727
1488	0.7074973989
1489	0.70749201
1490	0.7074835163
1491	0.7074777331
1492	0.7074698761
1493	0.7074581077
1494	0.7074492805
1495	0.7074432958
1496	0.7074357636
1497	0.7074314223
1498	0.7074233562
1499	0.7074064991
1500	0.7074011199
1501	0.7073981432
1502	0.7073958887
1503	0.7073889418
1504	0.7073793025
1505	0.7073729534
1506	0.7073614877
1507	0.7073540181
1508	0.7073465297
1509	0.7073372319
1510	0.7073238279
1511	0.7073162759
1512	0.7073105173
1513	0.7072994137
