iter	MultiClass
1514	0.7072925324
1515	0.7072855172
1516	0.7072810755
1517	0.7072683242
1518	0.7072591005
1519	0.7072536167
1520	0.7072442539
1521	0.7072415657
1522	0.7072354251
1523	0.7072283513
1524	0.7072215702
1525	0.7072110256
1526	0.7072012298
1527	0.7071959221
1528	0.7071904451
1529	0.7071847953
1530	0.7071721011
1531	0.7071630058
1532	0.7071571421
1533	0.7071502563
1534	0.7071443613
1535	0.7071351335
1536	0.7071319695
1537	0.7071253705
1538	0.7071199411
1539	0.7071128856
1540	0.7071107101
1541	0.7071053791
1542	0.7070982741
1543	0.7070872175
1544	0.7070779443
1545	0.7070694611
1546	0.7070655327
1547	0.7070602577
1548	0.7070497408
1549	0.7070412441
1550	0.7070354622
1551	0.7070322439
1552	0.7070243905
1553	0.7070154757
1554	0.7070064171
1555	0.7070008423
1556	0.7069964414
1557	0.7069845906
1558	0.7069786913
1559	0.7069740205
1560	0.7069670451
1561	0.7069580004
1562	0.7069517064
1563	0.7069409938
1564	0.7069333539
1565	0.7069217055
1566	0.7069086111
1567	0.7069019765
1568	0.7068974729
1569	0.7068912026
1570	0.7068857852
1571	0.7068816041
1572	0.7068742523
1573	0.7068711552
1574	0.706863733
1575	0.7068588865
1576	0.7068531233
1577	0.706839614
1578	0.7068298888
1579	0.7068239953
1580	0.7068188634
1581	0.706811809
1582	0.7067949951
1583	0.706788496
1584	0.7067802364
1585	0.7067730331
1586	0.7067624277
1587	0.7067571808
1588	0.7067519061
1589	0.7067454409
1590	0.7067345155
1591	0.7067258654
1592	0.70671958
1593	0.7067145331
1594	0.706708935
1595	0.7066979359
1596	0.7066934438
1597	0.7066848959
1598	0.7066820157
1599	0.7066743812
1600	0.706668016
1601	0.706664257
1602	0.7066589335
1603	0.7066516058
1604	0.7066427854
1605	0.7066373827
1606	0.7066317231
1607	0.7066262278
1608	0.7066209415
1609	0.7066160665
1610	0.7066098495
1611	0.7066052927
1612	0.7065997061
1613	0.7065901394
1614	0.7065817189
1615	0.7065754671
1616	0.7065656864
1617	0.7065608246
1618	0.7065563419
1619	0.7065493021
1620	0.7065408345
1621	0.7065336399
1622	0.7065264196
1623	0.7065202185
1624	0.7065161542
1625	0.706509486
1626	0.7064982984
1627	0.7064950517
1628	0.706487548
1629	0.7064827437
1630	0.7064771868
1631	0.7064709149
1632	0.7064638265
1633	0.7064560771
1634	0.7064439874
1635	0.7064372696
1636	0.706426498
1637	0.7064192274
1638	0.706410123
1639	0.7064057636
1640	0.7064011041
1641	0.7063976485
1642	0.7063896197
1643	0.7063857428
1644	0.7063816127
1645	0.7063745555
1646	0.7063692188
1647	0.7063612784
1648	0.7063523383
1649	0.7063421449
1650	0.7063367261
1651	0.7063291619
1652	0.7063215029
1653	0.7063180665
1654	0.7063103331
1655	0.7063038908
1656	0.7063007203
1657	0.706294425
1658	0.706288213
1659	0.706284037
1660	0.7062756052
1661	0.7062716931
1662	0.7062660991
1663	0.7062601056
1664	0.7062517785
1665	0.7062454722
1666	0.7062402443
1667	0.7062349485
1668	0.7062227871
1669	0.7062184332
1670	0.7062140664
1671	0.7062048783
1672	0.7061988075
1673	0.7061958109
1674	0.7061886933
1675	0.7061818474
1676	0.7061774789
1677	0.706171575
1678	0.7061652711
1679	0.706158412
1680	0.7061524267
1681	0.7061460562
1682	0.706140467
1683	0.7061307573
1684	0.7061244064
1685	0.706116475
1686	0.7061109736
1687	0.706106999
1688	0.7061020882
1689	0.7060936605
1690	0.7060882681
1691	0.7060788801
1692	0.706071519
1693	0.7060644302
1694	0.7060551193
1695	0.7060509663
1696	0.7060448074
1697	0.7060400537
1698	0.7060367631
1699	0.7060291162
1700	0.7060244253
1701	0.7060118843
1702	0.7060082477
1703	0.7059988661
1704	0.7059923283
1705	0.7059846183
1706	0.7059801122
1707	0.7059702599
1708	0.7059668243
1709	0.7059617185
1710	0.7059544745
1711	0.7059486356
1712	0.7059433191
1713	0.7059340404
1714	0.7059262382
1715	0.7059198299
1716	0.705913814
1717	0.7059079868
1718	0.7059045595
1719	0.7059009825
1720	0.7058905957
1721	0.7058878891
1722	0.7058813698
1723	0.7058756799
1724	0.7058717657
1725	0.7058631377
1726	0.7058564
1727	0.7058490546
1728	0.7058461907
1729	0.7058377143
1730	0.7058349171
1731	0.7058302004
1732	0.7058250402
1733	0.7058195078
1734	0.705812112
1735	0.7058047601
1736	0.7057972401
1737	0.7057922412
1738	0.7057803242
1739	0.7057771441
1740	0.7057711394
1741	0.7057652847
1742	0.705758566
1743	0.7057541217
1744	0.7057461513
1745	0.7057427005
1746	0.7057362378
1747	0.7057269117
1748	0.705719495
1749	0.7057089595
1750	0.7057050537
1751	0.7056973084
1752	0.7056917567
1753	0.7056834752
1754	0.7056786734
1755	0.7056699891
1756	0.705662844
1757	0.7056597924
1758	0.7056532485
1759	0.7056485464
1760	0.7056452723
1761	0.7056365166
1762	0.7056313005
1763	0.7056255086
1764	0.7056174412
1765	0.7056078917
1766	0.7056000814
1767	0.7055945231
1768	0.705587942
1769	0.7055832204
1770	0.7055778589
1771	0.7055705171
1772	0.7055681287
1773	0.7055624219
1774	0.705558913
1775	0.7055531582
1776	0.7055503987
1777	0.7055452871
1778	0.7055363873
1779	0.7055305884
1780	0.7055226448
1781	0.7055168457
1782	0.7055117183
1783	0.7055037648
1784	0.7055004857
1785	0.7054940788
1786	0.7054899807
1787	0.7054862085
1788	0.7054835054
1789	0.7054750471
1790	0.7054709771
1791	0.705463747
1792	0.7054588005
1793	0.7054543462
1794	0.7054482818
1795	0.7054405292
1796	0.7054338368
1797	0.7054310148
1798	0.7054250462
1799	0.705420313
1800	0.7054166029
1801	0.7054088968
1802	0.7054002204
1803	0.7053940147
1804	0.7053861342
1805	0.7053801657
1806	0.7053678805
1807	0.705362739
1808	0.7053554329
1809	0.70534767
1810	0.7053402365
1811	0.7053359918
1812	0.7053306705
1813	0.7053252759
1814	0.7053190019
1815	0.7053120428
1816	0.705306456
1817	0.705301417
1818	0.7052922334
1819	0.7052879185
1820	0.705280556
1821	0.7052715024
1822	0.7052624832
1823	0.7052591087
1824	0.705249529
1825	0.7052435783
1826	0.7052378163
1827	0.7052326127
1828	0.7052240433
1829	0.7052137073
1830	0.7052066089
1831	0.7052005277
1832	0.7051969939
1833	0.7051914417
1834	0.7051860779
1835	0.705181146
1836	0.7051755648
1837	0.7051666583
1838	0.7051582356
1839	0.7051495404
1840	0.705146139
1841	0.7051406197
1842	0.7051275107
1843	0.7051235002
1844	0.7051177163
1845	0.705112874
1846	0.7051067163
1847	0.7051017172
1848	0.705093855
1849	0.7050872964
1850	0.7050821973
1851	0.7050758081
1852	0.7050679374
1853	0.7050632901
1854	0.7050526549
1855	0.7050463286
1856	0.7050424376
1857	0.7050388763
1858	0.7050286745
1859	0.7050254614
1860	0.7050194833
1861	0.7050168155
1862	0.7050084573
1863	0.7050018093
1864	0.7049959661
1865	0.7049920063
1866	0.7049825735
1867	0.7049773113
1868	0.7049721068
1869	0.7049659653
1870	0.7049583595
1871	0.7049518317
1872	0.7049471037
1873	0.7049421655
1874	0.7049314211
1875	0.7049195178
1876	0.7049116489
1877	0.7049067118
1878	0.7049017755
1879	0.7048978971
1880	0.7048906798
1881	0.7048860639
1882	0.704882539
1883	0.704876573
1884	0.7048709966
1885	0.7048659116
1886	0.7048616459
1887	0.7048546903
1888	0.7048478349
1889	0.7048437741
1890	0.7048358277
1891	0.7048336424
1892	0.7048293908
1893	0.7048232693
1894	0.7048201451
1895	0.7048170133
1896	0.7048145491
1897	0.704811135
1898	0.7048022245
1899	0.7047914605
1900	0.7047862782
1901	0.7047793718
1902	0.7047728932
1903	0.7047694681
1904	0.7047623759
1905	0.7047585548
1906	0.7047514172
1907	0.704747476
1908	0.7047384177
1909	0.7047340241
1910	0.7047306149
1911	0.7047252397
1912	0.7047203423
1913	0.7047151357
1914	0.7047078391
1915	0.7047020504
1916	0.7046976257
1917	0.7046928875
1918	0.7046848055
1919	0.7046812535
1920	0.7046770211
1921	0.704667403
1922	0.7046654225
1923	0.7046601721
1924	0.704656625
1925	0.7046494601
1926	0.7046443003
1927	0.7046370557
1928	0.7046320379
1929	0.7046286772
1930	0.7046210302
1931	0.7046177848
1932	0.7046115899
1933	0.7046041347
1934	0.7046006985
1935	0.7045971431
1936	0.7045921656
1937	0.7045848042
1938	0.7045750906
1939	0.7045685231
1940	0.704563278
1941	0.7045561816
1942	0.704551831
1943	0.7045472937
1944	0.7045394347
1945	0.7045353033
1946	0.704529409
1947	0.7045254728
1948	0.7045224721
1949	0.7045193151
1950	0.7045132109
1951	0.7045033774
1952	0.7044999957
1953	0.7044959093
1954	0.7044909826
1955	0.7044861257
1956	0.7044794152
1957	0.704472429
1958	0.7044647555
1959	0.7044596504
1960	0.7044527782
1961	0.7044486184
1962	0.7044451054
1963	0.7044392715
1964	0.7044301827
1965	0.7044257937
1966	0.7044206325
1967	0.7044166696
1968	0.7044093926
1969	0.7044070184
1970	0.7044027406
1971	0.7043980915
1972	0.7043937378
1973	0.7043884169
1974	0.7043829944
1975	0.7043791861
1976	0.7043702235
1977	0.7043653468
1978	0.7043624207
1979	0.7043578016
1980	0.7043503027
1981	0.7043432871
1982	0.7043409034
1983	0.7043364049
1984	0.7043314265
1985	0.7043260853
1986	0.7043220357
1987	0.7043138389
1988	0.7043073045
1989	0.7043019859
1990	0.7042914941
1991	0.7042850801
1992	0.7042805452
1993	0.7042749364
1994	0.7042661488
1995	0.7042576109
1996	0.7042509972
1997	0.7042482046
1998	0.7042435154
1999	0.704239567
